reading	kind	characters	surfaces	parts_of_speech	allocations	school_source_count	school_sources	japanese_education_source_count	japanese_education_sources	auto_rule_failures	selected
ちくば	normal	3	竹馬	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちくび	normal	3	乳首	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちくわ	normal	3	竹輪	名	1	1	阪本	2	工藤,木幡	school-source-count-3	unreviewed
ちぐう	normal	3	知遇	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちぐさ	normal	3	千草	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちけい	normal	3	地形	名	2	3	国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ちけっと	normal	4	ticket	名	3	1	新阪本	1	玉村	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちこく	normal	3	遅刻	名・ス自	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちご	normal	2	《稚児》	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちさん	terminal	3	遅参	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちし	normal	2	地誌,致死	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちしお	normal	3	血潮・血×汐	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちしき	normal	3	知識	名	2	6	中央,児言研,国語研,新阪本,田中,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
ちしつ	normal	3	地質	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちしりょう	normal	5	致死量	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちじ	normal	2	知事	名	2	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちじく	normal	3	地軸	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちじょう	normal	4	地上	名	1	6	中央,国語研,新阪本,池原,田中,阪本	4	七種対照,国語研,工藤,木幡		auto-selected
ちじょく	normal	4	恥辱	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちじん	terminal	3	知人	名	2	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちすい	normal	3	治水	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちすじ	normal	3	血筋	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちず	normal	2	地図	名	1	5	中央,国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちせい	normal	3	地勢,知性	名	2,3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちそ	normal	2	地租	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちそう	normal	3	×馳走,地層	名,名・ス他	1,3	2	新阪本,阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちそく	normal	3	遅速	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちたい	normal	3	地帯,遅滞	名,名・ス自	3	3	国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ちち	normal	2	乳,父	名	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		excluded
ちちうえ	normal	4	父上	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちちうし	normal	4	乳牛	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちちおや	normal	4	父親	名	1	4	中央,国語研,池原,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちちくび	normal	4	乳首	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちちはは	normal	4	父母	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちちゅう	normal	4	地中	名	2	1	阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちぢみ	normal	3	縮み	名	1	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちぢれ	normal	3	縮れ	名	2	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちっき	normal	3	←check	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちっく	normal	3	←cosmetic	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちっこう	normal	4	築港	名・ス自	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちっそ	normal	3	窒素	名	2	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちっそく	normal	4	窒息	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
