reading	kind	characters	surfaces	parts_of_speech	allocations	school_source_count	school_sources	japanese_education_source_count	japanese_education_sources	auto_rule_failures	selected
かんもん	terminal	4	喚問,関門	名,名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんやく	normal	4	完訳,簡約	名・ス他,名・ス他・形動	3	3	児言研,新阪本,阪本	1	工藤	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんゆ	normal	3	肝油	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんゆう	normal	4	勧誘	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんよ	normal	3	干与・関与	名・ス自	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんよう	normal	4	×涵養,寛容,慣用,肝要	名,名・ス他,名・形動	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんらく	normal	4	歓楽,陥落	名,名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんらん	terminal	4	観覧	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんり	normal	3	官吏,管理	名,名・ス他	3	5	中央,児言研,国語研,新阪本,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
かんりゃく	normal	5	簡略	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんりゅう	normal	5	寒流	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんりょう	normal	5	完了,官僚	名,名・ス自他	3	4	児言研,国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
かんるい	normal	4	感涙	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんれい	normal	4	寒冷,慣例	名	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんれき	normal	4	還暦	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんれん	terminal	4	関連・関×聯	名・ス自	3	5	中央,児言研,国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
かんろく	normal	4	貫×禄	名	3	2	国語研,阪本	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かんわ	normal	3	漢和,緩和	名,名・ス自他	3	4	児言研,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
かーてん	terminal	4	curtain	名	1	5	中央,国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
かーど	normal	3	card	名	1	5	中央,国語研,新阪本,田中,阪本	3	国語研,工藤,木幡		auto-selected
かーねーしょん	terminal	7	carnation	名	2	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
かーぶ	normal	3	curve	名・ス自	2	3	中央,新阪本,阪本	3	工藤,木幡,玉村		auto-selected
があがあ	normal	4		名・副	1	0		2	工藤,木幡	school-source-count-3	unreviewed
がい	normal	2	害,我意	名	2,3	4	中央,国語研,新阪本,阪本	5	七種対照,国語研,工藤,木幡,玉村		excluded
がいあく	normal	4	害悪	名	2	1	児言研	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいか	normal	3	外貨	名	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいかい	normal	4	外海,外界	名	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいかく	normal	4	外角,外郭・外×廓	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいかつ	normal	4	概括	名・ス他	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいかん	terminal	4	外観,概観	名,名・ス他	3	4	児言研,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいき	normal	3	外気	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいきょう	normal	5	概況	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいきん	terminal	4	外勤	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいけい	normal	4	外形	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいけん	terminal	4	外見	名	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいこう	normal	4	外交,外向	名	2,3	5	中央,児言研,国語研,新阪本,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
がいこく	normal	4	外国	名	1	6	中央,国語研,新阪本,池原,田中,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
がいこくご	normal	5	外国語	名	2	2	国語研,阪本	3	七種対照,国語研,工藤	school-source-count-3	unreviewed
がいこくじん	terminal	6	外国人	名	2	2	中央,国語研	6	七種対照,初級500語,国語研,工藤,木幡,玉村	school-source-count-3	unreviewed
がいこつ	normal	4	×骸骨	名	2	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
がいご	normal	3	外語	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいさい	normal	4	外債	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいさん	terminal	4	概算	名・ス他	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいし	normal	3	×碍子,外資	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいしゅつ	normal	5	外出	名・ス自	2	5	中央,国語研,新阪本,田中,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
がいしょう	normal	5	外傷,外相	名	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいしょく	normal	5	外食	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいじん	terminal	4	外人	名	2	3	国語研,新阪本,阪本	4	七種対照,国語研,工藤,木幡		auto-selected
がいすう	normal	4	概数	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいせつ	normal	4	概説	名・ス他	3	1	児言研	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいせん	terminal	4	×凱旋,外線	名,名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいだんす	normal	5	guidance	名	3	2	児言研,新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいち	normal	3	外地	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいちゅう	normal	5	害虫	名	2	3	新阪本,田中,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいちょう	normal	5	害鳥	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいてき	normal	4	外敵	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいでん	terminal	4	外電	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいとう	normal	4	外×套,街灯,街頭,該当	名,名・ス自	1,2,3	6	児言研,国語研,新阪本,池原,田中,阪本	4	七種対照,国語研,工藤,木幡		auto-selected
がいど	normal	3	guide	名・ス他	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいどく	normal	4	害毒	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいねん	terminal	4	概念	名	3	4	児言研,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいはく	normal	4	外泊	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいひょう	normal	5	概評	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいぶ	normal	3	外部	名	2	4	中央,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいぶん	terminal	4	外聞	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいまい	normal	4	外米	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいむ	normal	3	外務	名	3	2	国語研,阪本	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいめん	terminal	4	外面	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいや	normal	3	外野	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいゆう	normal	4	外遊	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいよう	normal	4	概要	名	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいようやく	normal	6	外用薬	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいらい	normal	4	外来	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいらいご	normal	5	外来語	名	2	2	国語研,田中	3	七種対照,国語研,工藤	school-source-count-3	unreviewed
がいりゃく	normal	5	概略	名	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいりんざん	terminal	6	外輪山	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいろ	normal	3	街路	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がいろん	terminal	4	概論	名・ス他	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がか	normal	2	画家,画架	名	2,3	4	国語研,新阪本,田中,阪本	2	七種対照,国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がき	normal	2	餓鬼	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がきだいしょう	normal	7	餓鬼大将	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がく	normal	2	×萼,学,楽,額	名	1,2	5	中央,国語研,新阪本,田中,阪本	4	七種対照,国語研,木幡,玉村		auto-selected
がくい	normal	3	学位	名	3	2	新阪本,阪本	1	工藤	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくえん	terminal	4	学園	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくぎょう	normal	5	学業	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくげい	normal	4	学芸	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくげいかい	normal	6	学芸会	名	1	4	新阪本,池原,田中,阪本	2	工藤,木幡		auto-selected
がくさい	normal	4	学才	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくし	normal	3	学士,学資	名	3	2	新阪本,阪本	1	工藤	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくしき	normal	4	学識	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくしゅう	normal	5	学習	名・ス他	1	5	中央,国語研,新阪本,池原,阪本	4	七種対照,国語研,工藤,木幡		auto-selected
がくしょう	normal	5	楽章	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくじ	normal	3	学事	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくじゅつ	normal	5	学術	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくせい	normal	4	学制,学生,楽聖	名	1,3	5	中央,国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
がくせき	normal	4	学籍	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくせつ	normal	4	学説	名	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくそう	normal	4	学窓	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくそく	normal	4	学則	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくたい	normal	4	楽隊	名	1	3	新阪本,田中,阪本	2	工藤,木幡		auto-selected
がくだん	terminal	4	楽団,楽壇	名	3	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
がくちょう	normal	5	学長,楽長	名	3	2	国語研,阪本	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくてん	terminal	4	楽典	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
がくと	normal	3	学徒	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
