reading	kind	characters	auto_rule_failures
どあい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どいつご	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうあげ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どういつせい	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どういん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうおん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうかく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうかせん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうかん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どうが	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうがく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうがん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうき	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
どうきゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうきょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうぎ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
どうぎょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうけ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうけい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうけん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうこう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうこく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうさつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうさん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうざん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうしうち	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうしつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうしゅく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうしょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうしょくぶつ	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうじつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうじん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうすう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうせい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どうせき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうせん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうぜい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうぜん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうそう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうそうかい	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうそん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうたい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうだん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうちゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうちょう	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
どうてい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうてん	terminal	4	school-source-count-3
どうとう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうどう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうどうめぐり	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうにゅう	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
どうにん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうねん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうはい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうはん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうばん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうひょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうびょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうふう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうほう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうみゃく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうめい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どうもん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうゆう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうよく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうらく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうらん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうりょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どうるい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どかた	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どかん	terminal	3	school-source-count-3
どがいし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どき	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どぎも	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくえん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくがく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくがす	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくけし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくさつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくしゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくしょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくせん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どくぜつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくぜん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくそ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくそう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくたけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくだん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どくは	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくぶつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくへび	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくみ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくむし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくやく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どくりょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どけん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どこう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どころ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どごう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どさくさ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どしつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どしゃぶり	normal	5	school-source-count-3
どじょう	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
どじん	terminal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
どすう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どせい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どそう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
どそく	normal	3	school-source-count-3
どぞう	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
