reading	kind	head	tail	characters
あい	normal	あ	い	2
あいこ	normal	あ	こ	3
あいさつ	normal	あ	つ	4
あいじょう	normal	あ	う	5
あいすくりーむ	normal	あ	む	7
あいず	normal	あ	ず	3
あいそう	normal	あ	う	4
あいだ	normal	あ	だ	3
あいて	normal	あ	て	3
あうと	normal	あ	と	3
あお	normal	あ	お	2
あおぞら	normal	あ	ら	4
あおむけ	normal	あ	け	4
あか	normal	あ	か	2
あかじ	normal	あ	じ	3
あかとんぼ	normal	あ	ぼ	5
あかり	normal	あ	り	3
あかんぼう	normal	あ	う	5
あがり	normal	あ	り	3
あき	normal	あ	き	2
あくせんと	normal	あ	と	5
あくび	normal	あ	び	3
あくま	normal	あ	ま	3
あけがた	normal	あ	た	4
あご	normal	あ	ご	2
あさ	normal	あ	さ	2
あさがお	normal	あ	お	4
あさって	normal	あ	て	4
あさひ	normal	あ	ひ	3
あさめし	normal	あ	し	4
あざらし	normal	あ	し	4
あし	normal	あ	し	2
あしあと	normal	あ	と	4
あしおと	normal	あ	と	4
あした	normal	あ	た	3
あしもと	normal	あ	と	4
あじ	normal	あ	じ	2
あじさい	normal	あ	い	4
あす	normal	あ	す	2
あせ	normal	あ	せ	2
あぜみち	normal	あ	ち	4
あそび	normal	あ	び	3
あたい	normal	あ	い	3
あたま	normal	あ	ま	3
あたり	normal	あ	り	3
あちこち	normal	あ	ち	4
あちらこちら	normal	あ	ら	6
あつまり	normal	あ	り	4
あつりょく	normal	あ	く	5
あて	normal	あ	て	2
あてな	normal	あ	な	3
あと	normal	あ	と	2
あとまわし	normal	あ	し	5
あな	normal	あ	な	2
あに	normal	あ	に	2
あね	normal	あ	ね	2
あぱーと	normal	あ	と	4
あひる	normal	あ	る	3
あぶら	normal	あ	ら	3
あべこべ	normal	あ	べ	4
あまだれ	normal	あ	れ	4
あまど	normal	あ	ど	3
あまのがわ	normal	あ	わ	5
あまり	normal	あ	り	3
あみ	normal	あ	み	2
あみもの	normal	あ	の	4
あめ	normal	あ	め	2
あめりか	normal	あ	か	4
あやまり	normal	あ	り	4
あゆみ	normal	あ	み	3
あらし	normal	あ	し	3
あらすじ	normal	あ	じ	4
あらそい	normal	あ	い	4
あらびあ	normal	あ	あ	4
あられ	normal	あ	れ	3
あらわれ	normal	あ	れ	4
あり	normal	あ	り	2
ありさま	normal	あ	ま	4
あるこーる	normal	あ	る	5
あるばいと	normal	あ	と	5
あるばむ	normal	あ	む	4
あわ	normal	あ	わ	2
あわれ	normal	あ	れ	3
あんき	normal	あ	き	3
あんてい	normal	あ	い	4
あんてな	normal	あ	な	4
あんない	normal	あ	い	4
いいかた	normal	い	た	4
いいつけ	normal	い	け	4
いいわけ	normal	い	け	4
いえ	normal	い	え	2
いか	normal	い	か	2
いかだ	normal	い	だ	3
いかり	normal	い	り	3
いがい	normal	い	い	3
いき	normal	い	き	2
いきおい	normal	い	い	4
いきもの	normal	い	の	4
いぎりす	normal	い	す	4
いくつ	normal	い	つ	3
いくにち	normal	い	ち	4
いくら	normal	い	ら	3
いけ	normal	い	け	2
いけばな	normal	い	な	4
いご	normal	い	ご	2
いし	normal	い	し	2
いしき	normal	い	き	3
いしょう	normal	い	う	4
いじ	normal	い	じ	2
いじょう	normal	い	う	4
いじわる	normal	い	る	4
いす	normal	い	す	2
いずみ	normal	い	み	3
いた	normal	い	た	2
いたずら	normal	い	ら	4
いただき	normal	い	き	4
いたのま	normal	い	ま	4
いたみ	normal	い	み	3
いち	normal	い	ち	2
いちご	normal	い	ご	3
いちじ	normal	い	じ	3
いちど	normal	い	ど	3
いちば	normal	い	ば	3
いちぶ	normal	い	ぶ	3
いちょう	normal	い	う	4
いっか	normal	い	か	3
いっき	normal	い	き	3
いっさい	normal	い	い	4
いっしょう	normal	い	う	5
いっせい	normal	い	い	4
いったい	normal	い	い	4
いっち	normal	い	ち	3
いってい	normal	い	い	4
いっぱい	normal	い	い	4
いっぽう	normal	い	う	4
いつ	normal	い	つ	2
いつか	normal	い	か	3
いつつ	normal	い	つ	3
いと	normal	い	と	2
いとこ	normal	い	こ	3
いど	normal	い	ど	2
いどう	normal	い	う	3
いなか	normal	い	か	3
いぬ	normal	い	ぬ	2
いね	normal	い	ね	2
いねかり	normal	い	り	4
いねむり	normal	い	り	4
いのち	normal	い	ち	3
いのり	normal	い	り	3
いびき	normal	い	き	3
いま	normal	い	ま	2
いまごろ	normal	い	ろ	4
いみ	normal	い	み	2
いも	normal	い	も	2
いもうと	normal	い	と	4
いらい	normal	い	い	3
いりぐち	normal	い	ち	4
いりょう	normal	い	う	4
いるい	normal	い	い	3
いれもの	normal	い	の	4
いろ	normal	い	ろ	2
いろいろ	normal	い	ろ	4
いろり	normal	い	り	3
いわ	normal	い	わ	2
いわい	normal	い	い	3
いんく	normal	い	く	3
いんさつ	normal	い	つ	4
いんしょう	normal	い	う	5
いんてり	normal	い	り	4
いんど	normal	い	ど	3
いんふれ	normal	い	れ	4
うえ	normal	う	え	2
うえき	normal	う	き	3
うがい	normal	う	い	3
うき	normal	う	き	2
うぐいす	normal	う	す	4
うけつけ	normal	う	け	4
うけとり	normal	う	り	4
うけみ	normal	う	み	3
うごき	normal	う	き	3
うさぎ	normal	う	ぎ	3
うし	normal	う	し	2
うしろ	normal	う	ろ	3
うず	normal	う	ず	2
うずまき	normal	う	き	4
うそ	normal	う	そ	2
うた	normal	う	た	2
うたがい	normal	う	い	4
うたごえ	normal	う	え	4
うち	normal	う	ち	2
うちあわせ	normal	う	せ	5
うちがわ	normal	う	わ	4
うちゅう	normal	う	う	4
うちわ	normal	う	わ	3
うつぶせ	normal	う	せ	4
うで	normal	う	で	2
うでどけい	normal	う	い	5
うでまえ	normal	う	え	4
うなぎ	normal	う	ぎ	3
うま	normal	う	ま	2
うまれ	normal	う	れ	3
うみ	normal	う	み	2
うめ	normal	う	め	2
うめぼし	normal	う	し	4
うら	normal	う	ら	2
うらがえし	normal	う	し	5
うらぐち	normal	う	ち	4
うらみ	normal	う	み	3
うりきれ	normal	う	れ	4
うるし	normal	う	し	3
うろこ	normal	う	こ	3
うわぎ	normal	う	ぎ	3
うわさ	normal	う	さ	3
うんえい	normal	う	い	4
うんどう	normal	う	う	4
うんどうかい	normal	う	い	6
うんどうじょう	normal	う	う	7
うんめい	normal	う	い	4
えいが	normal	え	が	3
えいきょう	normal	え	う	5
えいこく	normal	え	く	4
えいご	normal	え	ご	3
えいせい	normal	え	い	4
えいよう	normal	え	う	4
えがお	normal	え	お	3
えき	normal	え	き	2
えきたい	normal	え	い	4
えさ	normal	え	さ	2
えだ	normal	え	だ	2
えちけっと	normal	え	と	5
えのぐ	normal	え	ぐ	3
えはがき	normal	え	き	4
えび	normal	え	び	2
えもの	normal	え	の	3
えり	normal	え	り	2
えんがわ	normal	え	わ	4
えんき	normal	え	き	3
えんぎ	normal	え	ぎ	3
えんげき	normal	え	き	4
えんそう	normal	え	う	4
えんそく	normal	え	く	4
えんとつ	normal	え	つ	4
えんぴつ	normal	え	つ	4
おい	normal	お	い	2
おいで	normal	お	で	3
おうきゅう	normal	お	う	5
おうふく	normal	お	く	4
おうべい	normal	お	い	4
おうむ	normal	お	む	3
おうよう	normal	お	う	4
おおあめ	normal	お	め	4
おおかみ	normal	お	み	4
おおごえ	normal	お	え	4
おおぜい	normal	お	い	4
おおどおり	normal	お	り	5
おおはば	normal	お	ば	4
おおみず	normal	お	ず	4
おおみそか	normal	お	か	5
おおよろこび	normal	お	び	6
おか	normal	お	か	2
おかげ	normal	お	げ	3
おかず	normal	お	ず	3
おがわ	normal	お	わ	3
おき	normal	お	き	2
おく	normal	お	く	2
おくさま	normal	お	ま	4
おくりがな	normal	お	な	5
おくりもの	normal	お	の	5
おくれ	normal	お	れ	3
おけ	normal	お	け	2
おこり	normal	お	り	3
おしいれ	normal	お	れ	4
おしえ	normal	お	え	3
おしろい	normal	お	い	4
おじ	normal	お	じ	2
おじぎ	normal	お	ぎ	3
おせじ	normal	お	じ	3
おそれ	normal	お	れ	3
おたまじゃくし	normal	お	し	7
おちつき	normal	お	き	4
おちば	normal	お	ば	3
おっと	normal	お	と	3
おと	normal	お	と	2
おとうと	normal	お	と	4
おとこ	normal	お	こ	3
おとしだま	normal	お	ま	5
おととい	normal	お	い	4
おととし	normal	お	し	4
おとな	normal	お	な	3
おどり	normal	お	り	3
おどろき	normal	お	き	4
おなか	normal	お	か	3
おに	normal	お	に	2
おにごっこ	normal	お	こ	5
おのおの	normal	お	の	4
おば	normal	お	ば	2
おび	normal	お	び	2
おぼえ	normal	お	え	3
おまえ	normal	お	え	3
おまけ	normal	お	け	3
おもい	normal	お	い	3
おもいきり	normal	お	り	5
おもいで	normal	お	で	4
おもいやり	normal	お	り	5
おもて	normal	お	て	3
おもり	normal	お	り	3
おや	normal	お	や	2
おやこ	normal	お	こ	3
おやすみ	normal	お	み	4
おやつ	normal	お	つ	3
おやゆび	normal	お	び	4
およそ	normal	お	そ	3
おらんだ	normal	お	だ	4
おり	normal	お	り	2
おりもの	normal	お	の	4
おりんぴっく	normal	お	く	6
おろか	normal	お	か	3
おわり	normal	お	り	3
おんがく	normal	お	く	4
おんしつ	normal	お	つ	4
おんたい	normal	お	い	4
おんど	normal	お	ど	3
おんな	normal	お	な	3
おんぶ	normal	お	ぶ	3
おーとばい	normal	お	い	5
かい	normal	か	い	2
かいがい	normal	か	い	4
かいがら	normal	か	ら	4
かいきゅう	normal	か	う	5
かいきょう	normal	か	う	5
かいぎ	normal	か	ぎ	3
かいけい	normal	か	い	4
かいけつ	normal	か	つ	4
かいこ	normal	か	こ	3
かいし	normal	か	し	3
かいしゃく	normal	か	く	5
かいじょう	normal	か	う	5
かいすいよく	normal	か	く	6
かいせい	normal	か	い	4
かいそう	normal	か	う	4
かいたく	normal	か	く	4
かいとう	normal	か	う	4
かいはつ	normal	か	つ	4
かいふく	normal	か	く	4
かいほう	normal	か	う	4
かいもの	normal	か	の	4
かいりょう	normal	か	う	5
かいわ	normal	か	わ	3
かえり	normal	か	り	3
かえる	normal	か	る	3
かお	normal	か	お	2
かおり	normal	か	り	3
かかく	normal	か	く	3
かかし	normal	か	し	3
かかと	normal	か	と	3
かかり	normal	か	り	3
かがく	normal	か	く	3
かがみ	normal	か	み	3
かき	normal	か	き	2
かきかた	normal	か	た	4
かきとめ	normal	か	め	4
かきとり	normal	か	り	4
かきね	normal	か	ね	3
かぎ	normal	か	ぎ	2
かぎり	normal	か	り	3
かく	normal	か	く	2
かくご	normal	か	ご	3
かくじ	normal	か	じ	3
かくせいき	normal	か	き	5
かくだい	normal	か	い	4
かくち	normal	か	ち	3
かくとく	normal	か	く	4
かくど	normal	か	ど	3
かくめい	normal	か	い	4
かくりつ	normal	か	つ	4
かぐ	normal	か	ぐ	2
かけ	normal	か	け	2
かけあし	normal	か	し	4
かけい	normal	か	い	3
かけごえ	normal	か	え	4
かけっこ	normal	か	こ	4
かけら	normal	か	ら	3
かげ	normal	か	げ	2
かげえ	normal	か	え	3
かげろう	normal	か	う	4
かこい	normal	か	い	3
かこう	normal	か	う	3
かごう	normal	か	う	3
かさ	normal	か	さ	2
かざぐるま	normal	か	ま	5
かざり	normal	か	り	3
かし	normal	か	し	2
かじ	normal	か	じ	2
かすみ	normal	か	み	3
かず	normal	か	ず	2
かぜ	normal	か	ぜ	2
かぞく	normal	か	く	3
かた	normal	か	た	2
かたかな	normal	か	な	4
かたがわ	normal	か	わ	4
かたち	normal	か	ち	3
かたつむり	normal	か	り	5
かたて	normal	か	て	3
かたな	normal	か	な	3
かたほう	normal	か	う	4
かたまり	normal	か	り	4
かたみち	normal	か	ち	4
かたろぐ	normal	か	ぐ	4
かだい	normal	か	い	3
かち	normal	か	ち	2
かちく	normal	か	く	3
かっこ	normal	か	こ	3
かっこう	normal	か	う	4
かって	normal	か	て	3
かてい	normal	か	い	3
かど	normal	か	ど	2
かどまつ	normal	か	つ	4
かな	normal	か	な	2
かない	normal	か	い	3
かなづち	normal	か	ち	4
かなりや	normal	か	や	4
かに	normal	か	に	2
かね	normal	か	ね	2
かねもち	normal	か	ち	4
かのう	normal	か	う	3
かび	normal	か	び	2
かぶ	normal	か	ぶ	2
かぶき	normal	か	き	3
かぶしき	normal	か	き	4
かへい	normal	か	い	3
かべ	normal	か	べ	2
かま	normal	か	ま	2
かまきり	normal	か	り	4
かまぼこ	normal	か	こ	4
かみ	normal	か	み	2
かみくず	normal	か	ず	4
かみしばい	normal	か	い	5
かみそり	normal	か	り	4
かみなり	normal	か	り	4
かみのけ	normal	か	け	4
かみぶくろ	normal	か	ろ	5
かめ	normal	か	め	2
かめら	normal	か	ら	3
かもく	normal	か	く	3
かもつ	normal	か	つ	3
かもめ	normal	か	め	3
から	normal	か	ら	2
からす	normal	か	す	3
からだ	normal	か	だ	3
からっぽ	normal	か	ぽ	4
からて	normal	か	て	3
かり	normal	か	り	2
かりゅう	normal	か	う	4
かるた	normal	か	た	3
かろう	normal	か	う	3
かわ	normal	か	わ	2
かわせ	normal	か	せ	3
かわら	normal	か	ら	3
かわり	normal	か	り	3
かわりばんこ	normal	か	こ	6
かんかく	normal	か	く	4
かんがい	normal	か	い	4
かんがえ	normal	か	え	4
かんき	normal	か	き	3
かんきょう	normal	か	う	5
かんけい	normal	か	い	4
かんげい	normal	か	い	4
かんげき	normal	か	き	4
かんこう	normal	か	う	4
かんこく	normal	か	く	4
かんご	normal	か	ご	3
かんごふ	normal	か	ふ	4
かんさつ	normal	か	つ	4
かんし	normal	か	し	3
かんしょう	normal	か	う	5
かんじ	normal	か	じ	3
かんじょう	normal	か	う	5
かんせい	normal	か	い	4
かんそう	normal	か	う	4
かんぞう	normal	か	う	4
かんづめ	normal	か	め	4
かんとう	normal	か	う	4
かんとく	normal	か	く	4
かんどう	normal	か	う	4
かんぱい	normal	か	い	4
かんびょう	normal	か	う	5
かんむり	normal	か	り	4
かんり	normal	か	り	3
かんりょう	normal	か	う	5
かーど	normal	か	ど	3
かーぶ	normal	か	ぶ	3
がいこう	normal	が	う	4
がいこく	normal	が	く	4
がいしゅつ	normal	が	つ	5
がいとう	normal	が	う	4
がく	normal	が	く	2
がくげいかい	normal	が	い	6
がくしゅう	normal	が	う	5
がくせい	normal	が	い	4
がくたい	normal	が	い	4
がくふ	normal	が	ふ	3
がけ	normal	が	け	2
がす	normal	が	す	2
がちょう	normal	が	う	4
がっき	normal	が	き	3
がっこう	normal	が	う	4
がっしょう	normal	が	う	5
がようし	normal	が	し	4
がら	normal	が	ら	2
がらす	normal	が	す	3
がんじょう	normal	が	う	5
きいろ	normal	き	ろ	3
きおく	normal	き	く	3
きかい	normal	き	い	3
きがね	normal	き	ね	3
ききめ	normal	き	め	3
ききゅう	normal	き	う	4
きぎょう	normal	き	う	4
きく	normal	き	く	2
きげき	normal	き	き	3
きこう	normal	き	う	3
きこく	normal	き	く	3
きごう	normal	き	う	3
きし	normal	き	し	2
きしつ	normal	き	つ	3
きしょう	normal	き	う	4
きじ	normal	き	じ	2
きすう	normal	き	う	3
きず	normal	き	ず	2
きせつ	normal	き	つ	3
きそ	normal	き	そ	2
きそく	normal	き	く	3
きた	normal	き	た	2
きたい	normal	き	い	3
きちょう	normal	き	う	4
きって	normal	き	て	3
きっぷ	normal	き	ぷ	3
きつつき	normal	き	き	4
きつね	normal	き	ね	3
きてい	normal	き	い	3
きてき	normal	き	き	3
きにゅう	normal	き	う	4
きぬ	normal	き	ぬ	2
きのう	normal	き	う	3
きのこ	normal	き	こ	3
きのどく	normal	き	く	4
きのぼり	normal	き	り	4
きふ	normal	き	ふ	2
きぼう	normal	き	う	3
きまぐれ	normal	き	れ	4
きまり	normal	き	り	3
きみ	normal	き	み	2
きもち	normal	き	ち	3
きもの	normal	き	の	3
きゃく	normal	き	く	3
きゃっちぼーる	normal	き	る	7
きゃべつ	normal	き	つ	4
きゃらめる	normal	き	る	5
きゃんぷ	normal	き	ぷ	4
きゅう	normal	き	う	3
きゅうか	normal	き	か	4
きゅうぎょう	normal	き	う	6
きゅうくつ	normal	き	つ	5
きゅうけい	normal	き	い	5
きゅうこう	normal	き	う	5
きゅうしゅう	normal	き	う	6
きゅうじつ	normal	き	つ	5
きゅうそく	normal	き	く	5
きゅうびょう	normal	き	う	6
きゅうよう	normal	き	う	5
きゅうり	normal	き	り	4
きゅうりょう	normal	き	う	6
きょう	normal	き	う	3
きょういく	normal	き	く	5
きょうか	normal	き	か	4
きょうかい	normal	き	い	5
きょうきゅう	normal	き	う	6
きょうぎ	normal	き	ぎ	4
きょうし	normal	き	し	4
きょうしつ	normal	き	つ	5
きょうそう	normal	き	う	5
きょうだい	normal	き	い	5
きょうつう	normal	き	う	5
きょうてい	normal	き	い	5
きょうどう	normal	き	う	5
きょうみ	normal	き	み	4
きょうよう	normal	き	う	5
きょうりょく	normal	き	く	6
きょか	normal	き	か	3
きょく	normal	き	く	3
きょり	normal	き	り	3
きらい	normal	き	い	3
きらく	normal	き	く	3
きり	normal	き	り	2
きりかぶ	normal	き	ぶ	4
きりぎりす	normal	き	す	5
きりすときょう	normal	き	う	7
きりつ	normal	き	つ	3
きれ	normal	き	れ	2
きろ	normal	き	ろ	2
きろく	normal	き	く	3
きんいろ	normal	き	ろ	4
きんこ	normal	き	こ	3
きんし	normal	き	し	3
きんぞく	normal	き	く	4
きんちょう	normal	き	う	5
きんにく	normal	き	く	4
きんむ	normal	き	む	3
きんよう	normal	き	う	4
きんろう	normal	き	う	4
ぎかい	normal	ぎ	い	3
ぎし	normal	ぎ	し	2
ぎじゅつ	normal	ぎ	つ	4
ぎせい	normal	ぎ	い	3
ぎちょう	normal	ぎ	う	4
ぎむ	normal	ぎ	む	2
ぎゃく	normal	ぎ	く	3
ぎゅうにく	normal	ぎ	く	5
ぎゅうにゅう	normal	ぎ	う	6
ぎょう	normal	ぎ	う	3
ぎょうぎ	normal	ぎ	ぎ	4
ぎょうじ	normal	ぎ	じ	4
ぎょうせい	normal	ぎ	い	5
ぎょうせき	normal	ぎ	き	5
ぎょうれつ	normal	ぎ	つ	5
ぎょぎょう	normal	ぎ	う	5
ぎんいろ	normal	ぎ	ろ	4
ぎんこう	normal	ぎ	う	4
くい	normal	く	い	2
くいず	normal	く	ず	3
くうき	normal	く	き	3
くうこう	normal	く	う	4
くうそう	normal	く	う	4
くき	normal	く	き	2
くぎ	normal	く	ぎ	2
くさ	normal	く	さ	2
くさとり	normal	く	り	4
くさむら	normal	く	ら	4
くさり	normal	く	り	3
くし	normal	く	し	2
くしゃみ	normal	く	み	4
くじ	normal	く	じ	2
くじゃく	normal	く	く	4
くじら	normal	く	ら	3
くすり	normal	く	り	3
くず	normal	く	ず	2
くせ	normal	く	せ	2
くだ	normal	く	だ	2
くだもの	normal	く	の	4
くだり	normal	く	り	3
くち	normal	く	ち	2
くちばし	normal	く	し	4
くちびる	normal	く	る	4
くちぶえ	normal	く	え	4
くちべに	normal	く	に	4
くつ	normal	く	つ	2
くつした	normal	く	た	4
くに	normal	く	に	2
くび	normal	く	び	2
くふう	normal	く	う	3
くべつ	normal	く	つ	3
くま	normal	く	ま	2
くみ	normal	く	み	2
くみあい	normal	く	い	4
くみあわせ	normal	く	せ	5
くも	normal	く	も	2
くもり	normal	く	り	3
くらい	normal	く	い	3
くらし	normal	く	し	3
くらす	normal	く	す	3
くらぶ	normal	く	ぶ	3
くり	normal	く	り	2
くりすます	normal	く	す	5
くりーにんぐ	normal	く	ぐ	6
くりーむ	normal	く	む	4
くるしみ	normal	く	み	4
くるま	normal	く	ま	3
くれ	normal	く	れ	2
くろ	normal	く	ろ	2
くろう	normal	く	う	3
くろうと	normal	く	と	4
ぐあい	normal	ぐ	い	3
ぐうすう	normal	ぐ	う	4
ぐたい	normal	ぐ	い	3
ぐらうんど	normal	ぐ	ど	5
ぐらふ	normal	ぐ	ふ	3
ぐらむ	normal	ぐ	む	3
ぐるーぷ	normal	ぐ	ぷ	4
ぐろーぶ	normal	ぐ	ぶ	4
ぐんたい	normal	ぐ	い	4
けいえい	normal	け	い	4
けいかく	normal	け	く	4
けいき	normal	け	き	3
けいこ	normal	け	こ	3
けいこう	normal	け	う	4
けいこうとう	normal	け	う	6
けいご	normal	け	ご	3
けいさつ	normal	け	つ	4
けいざい	normal	け	い	4
けいしき	normal	け	き	4
けいじ	normal	け	じ	3
けいせい	normal	け	い	4
けいたい	normal	け	い	4
けいと	normal	け	と	3
けいとう	normal	け	う	4
けいば	normal	け	ば	3
けいべつ	normal	け	つ	4
けいやく	normal	け	く	4
けが	normal	け	が	2
けがわ	normal	け	わ	3
けさ	normal	け	さ	2
けしき	normal	け	き	3
けしごむ	normal	け	む	4
けしょう	normal	け	う	4
けだもの	normal	け	の	4
けち	normal	け	ち	2
けっか	normal	け	か	3
けっきょく	normal	け	く	5
けっこう	normal	け	う	4
けっしょう	normal	け	う	5
けっせき	normal	け	き	4
けってい	normal	け	い	4
けつえき	normal	け	き	4
けはい	normal	け	い	3
けむり	normal	け	り	3
けもの	normal	け	の	3
けんい	normal	け	い	3
けんか	normal	け	か	3
けんがく	normal	け	く	4
けんきゅう	normal	け	う	5
けんこう	normal	け	う	4
けんさ	normal	け	さ	3
けんしょう	normal	け	う	5
けんせつ	normal	け	つ	4
けんち	normal	け	ち	3
けんちく	normal	け	く	4
けんとう	normal	け	う	4
けんどう	normal	け	う	4
けんびきょう	normal	け	う	6
けんぶつ	normal	け	つ	4
けんぽう	normal	け	う	4
けんやく	normal	け	く	4
けんり	normal	け	り	3
けんりょく	normal	け	く	5
けーき	normal	け	き	3
けーす	normal	け	す	3
げいじゅつ	normal	げ	つ	5
げき	normal	げ	き	2
げきじょう	normal	げ	う	5
げしゅく	normal	げ	く	4
げた	normal	げ	た	2
げっきゅう	normal	げ	う	5
げっしょく	normal	げ	く	5
げつよう	normal	げ	う	4
げり	normal	げ	り	2
げんかい	normal	げ	い	4
げんき	normal	げ	き	3
げんこう	normal	げ	う	4
げんご	normal	げ	ご	3
げんざい	normal	げ	い	4
げんし	normal	げ	し	3
げんしょう	normal	げ	う	5
げんじつ	normal	げ	つ	4
げんそく	normal	げ	く	4
げんだい	normal	げ	い	4
げんど	normal	げ	ど	3
げんば	normal	げ	ば	3
げんり	normal	げ	り	3
げんりょう	normal	げ	う	5
げーむ	normal	げ	む	3
こい	normal	こ	い	2
こいのぼり	normal	こ	り	5
こいびと	normal	こ	と	4
こう	normal	こ	う	2
こうい	normal	こ	い	3
こうか	normal	こ	か	3
こうかい	normal	こ	い	4
こうがい	normal	こ	い	4
こうきょう	normal	こ	う	5
こうぎ	normal	こ	ぎ	3
こうぎょう	normal	こ	う	5
こうくう	normal	こ	う	4
こうげき	normal	こ	き	4
こうこう	normal	こ	う	4
こうこく	normal	こ	く	4
こうご	normal	こ	ご	3
こうごう	normal	こ	う	4
こうさ	normal	こ	さ	3
こうさい	normal	こ	い	4
こうさく	normal	こ	く	4
こうし	normal	こ	し	3
こうしき	normal	こ	き	4
こうしょう	normal	こ	う	5
こうじ	normal	こ	じ	3
こうじょう	normal	こ	う	5
こうすい	normal	こ	い	4
こうずい	normal	こ	い	4
こうせい	normal	こ	い	4
こうぞう	normal	こ	う	4
こうたい	normal	こ	い	4
こうち	normal	こ	ち	3
こうつう	normal	こ	う	4
こうてい	normal	こ	い	4
こうどう	normal	こ	う	4
こうば	normal	こ	ば	3
こうふく	normal	こ	く	4
こうぶつ	normal	こ	つ	4
こうへい	normal	こ	い	4
こうむ	normal	こ	む	3
こうよう	normal	こ	う	4
こうり	normal	こ	り	3
こえ	normal	こ	え	2
こおり	normal	こ	り	3
こおろぎ	normal	こ	ぎ	4
こがた	normal	こ	た	3
こきゅう	normal	こ	う	4
こきょう	normal	こ	う	4
こく	normal	こ	く	2
こくご	normal	こ	ご	3
こくさい	normal	こ	い	4
こくど	normal	こ	ど	3
こくもつ	normal	こ	つ	4
こけ	normal	こ	け	2
ここち	normal	こ	ち	3
ここのか	normal	こ	か	4
ここのつ	normal	こ	つ	4
こころ	normal	こ	ろ	3
こころえ	normal	こ	え	4
こころがけ	normal	こ	け	5
こころもち	normal	こ	ち	5
こさめ	normal	こ	め	3
こし	normal	こ	し	2
こしかけ	normal	こ	け	4
こしょう	normal	こ	う	4
こじき	normal	こ	き	3
こせい	normal	こ	い	3
こたい	normal	こ	い	3
こたえ	normal	こ	え	3
こたつ	normal	こ	つ	3
こだい	normal	こ	い	3
こだま	normal	こ	ま	3
こっか	normal	こ	か	3
こっかい	normal	こ	い	4
こっき	normal	こ	き	3
こっけい	normal	こ	い	4
こっぷ	normal	こ	ぷ	3
こづかい	normal	こ	い	4
こづつみ	normal	こ	み	4
こてい	normal	こ	い	3
こと	normal	こ	と	2
ことし	normal	こ	し	3
ことば	normal	こ	ば	3
ことり	normal	こ	り	3
ことわざ	normal	こ	ざ	4
こどく	normal	こ	く	3
こども	normal	こ	も	3
こな	normal	こ	な	2
このあいだ	normal	こ	だ	5
このごろ	normal	こ	ろ	4
こびと	normal	こ	と	3
こむぎ	normal	こ	ぎ	3
こめ	normal	こ	め	2
こや	normal	こ	や	2
こやし	normal	こ	し	3
こゆき	normal	こ	き	3
こよみ	normal	こ	み	3
ころ	normal	こ	ろ	2
こんくりーと	normal	こ	と	6
こんくーる	normal	こ	る	5
こんげつ	normal	こ	つ	4
こんご	normal	こ	ご	3
こんごう	normal	こ	う	4
こんざつ	normal	こ	つ	4
こんしゅう	normal	こ	う	5
こんちゅう	normal	こ	う	5
こんど	normal	こ	ど	3
こんにち	normal	こ	ち	4
こんぱす	normal	こ	す	4
こんぶ	normal	こ	ぶ	3
こんや	normal	こ	や	3
こんやく	normal	こ	く	4
こんろ	normal	こ	ろ	3
こーと	normal	こ	と	3
こーど	normal	こ	ど	3
ごう	normal	ご	う	2
ごうかく	normal	ご	く	4
ごうけい	normal	ご	い	4
ごうじょう	normal	ご	う	5
ごうせい	normal	ご	い	4
ごうれい	normal	ご	い	4
ごかい	normal	ご	い	3
ごご	normal	ご	ご	2
ごちそう	normal	ご	う	4
ごみ	normal	ご	み	2
ごむ	normal	ご	む	2
ごらく	normal	ご	く	3
ごるふ	normal	ご	ふ	3
ごろごろ	normal	ご	ろ	4
ごーる	normal	ご	る	3
さい	normal	さ	い	2
さいがい	normal	さ	い	4
さいく	normal	さ	く	3
さいこう	normal	さ	う	4
さいご	normal	さ	ご	3
さいしゅう	normal	さ	う	5
さいしょう	normal	さ	う	5
さいじつ	normal	さ	つ	4
さいそく	normal	さ	く	4
さいだい	normal	さ	い	4
さいちゅう	normal	さ	う	5
さいてい	normal	さ	い	4
さいのう	normal	さ	う	4
さいばい	normal	さ	い	4
さいふ	normal	さ	ふ	3
さいほう	normal	さ	う	4
さいぼう	normal	さ	う	4
さいわい	normal	さ	い	4
さお	normal	さ	お	2
さか	normal	さ	か	2
さかい	normal	さ	い	3
さかさ	normal	さ	さ	3
さかさま	normal	さ	ま	4
さかずき	normal	さ	き	4
さかな	normal	さ	な	3
さかなや	normal	さ	や	4
さかや	normal	さ	や	3
さかり	normal	さ	り	3
さき	normal	さ	き	2
さきほど	normal	さ	ど	4
さぎょう	normal	さ	う	4
さく	normal	さ	く	2
さくじつ	normal	さ	つ	4
さくもつ	normal	さ	つ	4
さくや	normal	さ	や	3
さくら	normal	さ	ら	3
さけ	normal	さ	け	2
さけび	normal	さ	び	3
さしず	normal	さ	ず	3
さしみ	normal	さ	み	3
さじ	normal	さ	じ	2
さっか	normal	さ	か	3
さっき	normal	さ	き	3
さっきょく	normal	さ	く	5
さつ	normal	さ	つ	2
さつえい	normal	さ	い	4
